SampleID,Staphylococcus,Streptococcus,Ralstonia,Gemella,Lacticaseibacillus,Bacillus,Enterococcus,Acinetobacter,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Enhydrobacter,Sediminibacterium,Corynebacterium,Enterobacter,Pseudomonas,Cutibacterium,Escherichia-Shigella,Bifidobacterium,Phyllobacterium,Stenotrophomonas,Veillonella,Serratia,Caulobacteraceae,Yersiniaceae,Sphingobium,Rothia,Empedobacter,Neisseria,Aeromonas,Lactobacillus,Klebsiella,Sphingomonas,Pediococcus,Blastomonas,Erwiniaceae,Brevundimonas,Delftia,Haemophilus,Bradyrhizobium,Variovorax,Prevotella,Achromobacter,Granulicatella,Atopobium,Chryseobacterium,Methylobacterium-Methylorubrum,Pantoea,Blautia,Yersinia,Romboutsia,Nubsella,Enterobacteriaceae,Microscillaceae,Faecalibacterium,Dolosigranulum,Actinomyces,[Ruminococcus] gnavus group,Fimbriimonadaceae,Kocuria,Finegoldia,Shewanella,Burkholderia-Caballeronia-Paraburkholderia,Paracoccus,Cellulosimicrobium,Prevotella_7,Knoellia,Erysipelotrichaceae UCG-003,Acidibacter,Pelomonas,Rubrobacter,Fusobacterium,Micrococcus,Anaerococcus,Collinsella,Anaerostipes,Rudaea,Abiotrophia,Sphingobacterium,Limosilactobacillus,Psychrobacter,Bacteroides,Paenibacillus,Rheinheimera,Actinobacillus,Subdoligranulum,TM7x,Porphyromonas,Alkanindiges,Akkermansia,Brucella,Bdellovibrio,[Ruminococcus] torques group,Lautropia,Fusicatenibacter,[Clostridium] innocuum group,Comamonas,Agathobacter,Rhizobiaceae,Peptoniphilus,Obscuribacteraceae,Lactococcus,Geobacillus,Novosphingobium,Hydrogenophaga,Roseomonas,Leptotrichia,Luteibacter,Haematobacter,Flavonifractor,Aquabacterium,Erysipelatoclostridium,Bergeyella,Sphingomonadaceae,Latilactobacillus,Carnobacterium,Ruminococcus,Massilia,Brochothrix,Oscillospiraceae,Aerococcus,Aureimonas,Nevskia,Eggerthella,Afipia,Lachnospiraceae NK4A136 group,Lelliottia,Lawsonella,Alloprevotella,[Eubacterium] ventriosum group,Falsirhodobacter,Oribacterium,Lachnospiraceae ND3007 group,Devosia,Lachnoanaerobaculum,Methylophilus,Porphyrobacter,Neisseriaceae,Lachnoclostridium,Dorea,Rhodococcus,Mucilaginibacter,Clostridium sensu stricto 1,Xanthomonas,[Eubacterium] eligens group,Lactiplantibacillus,Pajaroellobacter,[Eubacterium] hallii group,Labrys,Solimonadaceae,Acidovorax,[Ruminococcus] gauvreauii group,Ruminococcaceae,Sphingopyxis,Parabacteroides,Peptostreptococcus,Moraxella,Phascolarctobacterium,HT002,Fenollaria,Citrobacter,Coprococcus,Exiguobacterium,Methylotenera,Brachybacterium,[Eubacterium] siraeum group,Methylocella,Monoglobus,Ochrobactrum,Bacteroidetes BD2-2,Streptobacillus,Cnuella,Intestinibacter,Flavobacterium,Edaphobacter,Amaricoccus,Campylobacter,Capnocytophaga,Mycobacterium,Peredibacter,Butyricicoccus,Solobacterium,Parasutterella,Diaphorobacter,Proteus,Dialister,Lachnospiraceae,Candidatus Obscuribacter,Selenomonas,Alistipes,Brevibacterium,Cloacibacterium,[Eubacterium] coprostanoligenes group,Deinococcus,Fimbriiglobus,Leuconostoc,Roseburia,Filifactor,Anaerobacillus,Pseudoxanthomonas,[Eubacterium] fissicatena group,Sva0081 sediment group,Desulfosarcinaceae,Turicibacter,UCG-002,Prevotella_9,Saccharimonadaceae,Desulfatiglans,Muribaculaceae,Rubellimicrobium,Lachnospiraceae UCG-004,SEEP-SRB1,Luteimonas,Aggregatibacter,Ligilactobacillus,Bosea,Johnsonella,Intestinimonas,Holdemanella,Tepidimonas,Megasphaera,Blastococcus,Adlercreutzia,Incertae Sedis,Dermabacter,Hungatella,Pseudonocardia,P5D1-392,Atopostipes,Treponema,Dysgonomonas,Bacillaceae,Christensenellaceae R-7 group,Desulfovibrio,Microbacterium,Legionella,Pseudoclavibacter,Pedobacter,UCG-005,Catenibacterium,JG30-KF-CM45,Nocardioides,Peptococcus,Candidatus Soleaferrea,Weissella,Jeotgalicoccus,Marmoricola,Senegalimassilia,Hymenobacter,Staphylococcaceae,WD2101 soil group
105M02BM,5.21671424506884,5.478173122421519,4.040331175749325,1.627058870080365,0,0,0.19424449332558202,0.14545432915614986,0,0,-2.4448128362896764,2.7737395617894975,-0.07768922215805985,0.5341123189479333,1.859252256914493,-0.7102117809015702,0.6906813796394733,0,-0.7708364027180052,0,0,0,0,-1.4639835832779506,0,0,0,0,3.676216915172949,0,-1.933987212523686,0,0,0,0,0,0,0,0,0,0,0,0,-1.7516656557297314,0,0,0,0,0,-1.7516656557297314,0,0,0,0,-1.4639835832779506,0,0,0,-2.1571307638378956,0,-1.3462005476215668,0,0,0,0,-2.850277944397841,0,0,0,0,0,-2.4448128362896764,0,0,0,0,0,0,0,0,0,0,0,-0.5476928514037955,0,0,0,0,0,0,0,-2.850277944397841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8353749238555763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8353749238555763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309M03BM,4.626671567205691,5.841590532429124,5.728365522411209,3.4955664067285888,2.347568216106361,-1.317701372368441,0.11738315292088153,3.025237873597394,-0.19711017698155597,1.2625154572238841,3.7342891074097286,0.9981289473756254,0.9300754841306098,4.107542287751982,1.3308347012013613,1.2159954415889915,3.4190817004215424,3.5217501093443158,2.7799709799463344,1.5910195241959206,4.9534130754940575,2.9809436533663893,4.081064465476401,-1.0813125943042108,0.2369283035706644,-0.6584557434841769,-1.3866942438553926,-1.1353798155744865,-0.8902573575415014,-1.5408449236826507,2.7124009211253064,0,0,0,-0.7299147074663219,-1.9463100317908153,0.9300754841306098,2.4770384724449723,2.0700729889615737,0,1.7456895496593647,1.1891841841383348,0,0.9440617261053497,-1.8285269961344315,0,-0.6245541918084956,0.20835493112660863,0,-0.6245541918084956,0,2.280523713477365,-0.26455145777708866,-0.19711017698155597,0,-0.4993910488544895,0.9300754841306098,0.03469143707576805,-0.8902573575415014,-0.5600156706709245,-0.981229135747228,-0.7676550354491689,-1.4608022160091143,0,0,0.6376875206414159,0.5489594050327318,0.35627506120323016,0.7364223613271053,-0.1545505625627599,-0.018418388238179872,-2.4163136610365505,-0.44223263501454113,-1.9463100317908153,-0.4148336608264267,0,0,-0.21908908370033142,-0.5600156706709245,0.03469143707576805,0,-2.6394572123507603,0,0,0,-0.3368721193567148,0,-0.19711017698155597,0,0,0.01729969436389922,0,0,0,0,0,-0.8476977431227053,0,-1.1925382294144349,0,0.44015654518393266,0,0,-2.927139284802541,0,-0.07450785488922351,0,0,-1.0300192999166602,-2.0798414244153376,-2.233992104242596,0,-1.0813125943042108,0,-1.0300192999166602,-0.7299147074663219,0,-1.0813125943042108,0,-1.4608022160091143,-0.5292440120041708,0,0.4050652253726623,0.2647078676777399,0,-2.0798414244153376,-0.5600156706709245,0,-1.6278563006722804,0,0,-1.1925382294144349,0,0,0,0,0,0,-0.8902573575415014,-1.8285269961344315,0,-0.7299147074663219,0,-0.4148336608264267,-1.0300192999166602,0,-1.25316285123087,-1.1925382294144349,0,0,0,0,0,0,0,-0.8068757486024505,0,0,0,0,0,0,-1.25316285123087,0,-0.981229135747228,0,0,0,-2.233992104242596,0,0,0,0,-0.981229135747228,0,0,-0.3121795067663431,0,0,0,0,0,0,0,0,0,0,-0.934709120112335,0,-1.7231664804766051,0,0,0,0,-0.8902573575415014,0,-1.6278563006722804,0,0,0,0,0,0,0.6655963087584924,0,0,-1.25316285123087,0,0,0,-1.9463100317908153,0,-0.3368721193567148,0,0,0,-2.233992104242596,-1.5408449236826507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.927139284802541,-1.9463100317908153,0,0,0,0
401M02BM,4.15960243563141,1.7550367656711905,5.530965939597943,-0.1606596047876261,3.6450765301225627,1.343417791988648,0,7.58882448474176,-0.7737640776740351,0.028582394850902304,2.7593608470306683,-0.1606596047876261,3.521950236312715,7.033026213607485,2.1787394613291355,0.2722044775086525,0.24480550332053808,0,0.8201696482240997,-1.5469539659075169,-0.20321921920642216,1.9495535955589633,0,2.867862491589356,0,0,0,0,0,0,0.48992796135352323,-1.3928032860802586,0,0,-1.7292755227014716,0,0,1.808781041677881,0,-1.9524190740156813,0.6502706114287027,-0.006508924960368034,0,0.8201696482240997,0.1270224676641547,0,0.3989561831477966,0.028582394850902304,-0.24767098177725577,-1.1414888577993523,-2.6455662545756264,0,-1.5469539659075169,0,0.6866382555995778,0,-1.036128342141526,0,0,0,0,1.2256347563322643,0,0,0,0,-1.259271893455736,-1.3928032860802586,0.4679490546347478,-1.5469539659075169,0,0,-1.5469539659075169,-1.7292755227014716,0,0,0,0,0,0.028582394850902304,0,0,0,0,0,0,0,0.09527376934957443,0,0,0,0,0,0,0,0,0,-0.11983761026737128,-2.2401011464674623,0,0.32484821099407446,0,0,0,0,0,0,0,0,0,-1.5469539659075169,0,-0.11983761026737128,-1.5469539659075169,0,0,0,0,0,0,0,-2.6455662545756264,0,1.215163456464969,0,0,0,0,0,0,0,-1.259271893455736,0,-1.9524190740156813,0,0,0,0,0,-1.036128342141526,-0.7737640776740351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1414888577993523,0,0,0,0,0,0,0,0,0,0,-1.036128342141526,0,0,0,0,0,-1.5469539659075169,0,0,0,0,0,0,-1.7292755227014716,0,0,0,0,0,-1.036128342141526,-0.9408181623372012,-0.2941909974121488,0,0,-0.8538067853475715,0,0,0,-0.7737640776740351,-1.7292755227014716,0,0,0,0,0,0,0,0,-0.11983761026737128,0,0,0,0,0,0,0,0,0,-1.5469539659075169,-1.1414888577993523,0,0,-1.7292755227014716,-0.8538067853475715,0,0,0,0,0,0,-0.9408181623372012,0,0,0,0,-1.3928032860802586,0,0,0,0,0
425M03BM,6.938287274093407,6.955820579933943,-0.17342170663737155,6.735229722406463,2.23072358650617,1.76258737143523,-0.10673033213869942,3.8647781265756267,1.9847354025079378,0,1.2467742061582001,2.7800507576267366,0,1.1506303456052978,3.488370027525816,-1.3434929592876261,1.685029137089356,1.8252584783980055,0.5701563275494657,4.644353940908437,0,0.39110809610048003,0,0,1.8973617722993499,-1.5948073875685325,0.33048347428404545,0.2204825790697167,-0.044209975157365466,0,0.41052618195758184,0,0,0,0,0,4.310165128186006,-0.5962785574574054,-0.10673033213869942,0,-1.46127599494401,0,-1.46127599494401,0.14816191749009056,-1.7489580673957907,0,-0.44967508326552963,-1.5948073875685325,0.04280140183226422,0,2.1958547608553465,0,-1.46127599494401,0,-0.2085130264486419,0,0,0,0,-1.5948073875685325,0,0,0,0,0,-2.8475703560639003,-1.9312796241897454,-1.7489580673957907,0,0,0,0,0,-0.975768179162309,0,-0.28262099860236356,0,0,-1.7489580673957907,-1.9312796241897454,0,-0.36266370627589994,0,0,0,-2.4421052479557357,0,0,-0.9016602070085873,0,0,-1.9312796241897454,0,0,1.1036733625175268,-1.7489580673957907,0,0,-1.7489580673957907,0,0,0,0,0,0,-1.5948073875685325,0.26594495314647393,0,0,0,-1.142822263825475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9312796241897454,-0.975768179162309,0,0,0,0,0,0,0,0,-1.2381324436297998,0,0,0,0,-0.9016602070085873,0,0,0,0,-1.7489580673957907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4151095209774152,0,-1.3434929592876261,0,0,-1.9312796241897454,0,0,0,0,0,-2.154423175503955,0,0,0,0,0,0,0,0,-1.9312796241897454,0,0,0,0,0,0,0,0,0,0,-1.9312796241897454,0,0,0,-1.9312796241897454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8475703560639003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4421052479557357,0
427M03BM,7.6390450420927,7.208584167603648,0.9519178242084121,5.569399965763527,2.963831305902311,0.5973728065275048,0,1.8098202378444133,0,-0.5447245940803436,1.9062805040319755,5.0768832723868424,2.8999578995215507,1.2905199870874502,1.8531706787180267,1.526348697928976,-0.03389897031435307,2.3855798741511918,-0.2570425216285628,2.6051583593009053,0,0.7902764726519966,0,-0.3083358160161134,2.392672102460684,0,0,0,-1.3068646461272404,0.5314148387357074,0.9519178242084121,0,0,0,0,0,0.6390455029280728,0.11452103480392051,0.3025732663068599,0,-0.6137174655672952,-1.1733332535027179,0,0.7362092513817209,0.11452103480392051,0,-0.20825235745913062,-0.4801860729427725,-1.4610153259544987,-0.854879522384183,0,0,-0.20825235745913062,0,-2.5596276146226082,0,0,0,0,0,0,0,0,-0.6137174655672952,0,0,0,-1.055550217846334,0,-1.4610153259544987,0,-1.866480434062663,0,0,-1.3068646461272404,-2.5596276146226082,0,0,-1.4610153259544987,-0.6137174655672952,0,-1.3068646461272404,0.2735857294336079,-0.854879522384183,0,-1.6433368827484534,0,-1.6433368827484534,0,0,0,0.14842258647960183,0,0,0,0,0,0,-2.5596276146226082,0,0,0,0,0,-1.866480434062663,0,0,0,0,0,0.9519178242084121,0,0,0,-1.6433368827484534,0,0,0,0,0,0,0,0,-0.854879522384183,0,0,0,0,0,0,-0.9501897021885077,-1.866480434062663,0,0,0,-2.154162506514444,0,-1.4610153259544987,-1.3068646461272404,0,0,0,0,0,0,-1.866480434062663,0,-2.154162506514444,0,0,0,0,0,0,0.9216124747130832,0,0,0,0,0,0,-2.154162506514444,0,-1.055550217846334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.866480434062663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.154162506514444,0,0,0,0,0,-2.154162506514444,0,0,0,0,0,0,0,0,0,0,-0.6878254377210169,0
428M03BM,7.07129540157362,6.03180536566469,-3.5087016903694295,-1.1573264332059519,-0.21286482436510035,-0.5129694168154386,0,0,0,0,-1.206116597375384,4.868194415508086,0,-1.4937986698271648,-2.0046242935931553,0,-1.4937986698271648,-0.9437523329078927,0,1.9337160201523638,0,-2.2559387218740614,0,0,1.231873132624865,0,0,0,2.2066799201301235,0,-1.8039535981310042,0,0,0,0,0,-1.8039535981310042,0,0,0,0,0,-0.5129694168154386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.048786640969305,0,0,-3.103236582261265,0,0,0,0,0,0,-2.815554509809484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5627915413141165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431M02BM,6.976921869435687,7.026211226416894,-0.2914352485151439,3.9804115840649628,2.863927170630731,-0.6591600286404615,-1.0646251367486257,2.78018911898607,-1.0646251367486257,0,1.6599543663047953,3.5488438520541603,-1.4700902448567903,1.1325994405875939,0.6401229554897991,-0.9104744569213676,0.8449173681358131,1.2379599562454198,0,2.6868378036670784,0,0.4935194812979242,0,0,4.453496879848107,-1.757772317308571,-0.053024225070145814,-1.6036216374813128,0,0,0.18813783174674237,0,0,0,0,0,-0.9104744569213676,-0.6591600286404615,0,0,-0.45848933317831,0,0,0.1393476675773102,-0.9845824290750893,0,0,-0.7769430642968449,0,-1.2469466935425801,0,0,0,0,-0.7163184424804099,-1.3523072092004065,-1.0646251367486257,0,0,0,-1.0646251367486257,0.23465784738163498,-1.6036216374813128,0,0,0,0,-0.841481585434416,0,-1.9400938741025258,0,0.8071770401529657,-2.1632374254167352,-2.1632374254167352,0,0,0,0,0,0,0,0,0,0,0,-2.1632374254167352,0,0,0,0,0,0,0,0,0,0,0,0,-2.1632374254167352,0,0,0,0,0,0,-1.757772317308571,0,0,0,0,0,0,0,0,-2.450919497868516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2469466935425801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9845824290750893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1516365137382554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3523072092004065,0,0,0,0,0,-1.6036216374813128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432M02BM,7.648802983307945,6.809809736931808,0,5.193755827516448,3.5323438082323264,1.7484984560602612,-0.6837644602423167,0.5354758162144075,-0.1576713643455374,0,2.6728646019399624,4.200202284840347,-0.1132196017747038,1.8011421895456836,2.8033753512205637,-1.862419456583963,0.5124862979897089,0,0.24779374376262675,3.2980715930566706,0,1.5634705376685636,0,-1.3028036686485402,0.36220409494037087,0,-0.029837992835652916,0,1.4874846306906422,0,0.46485824900045447,-0.029837992835652916,0,-1.1692722760240177,0,0,0.047123048300475645,0.48895580057951493,0,-1.862419456583963,0.2776467069123081,-0.47612509546407233,-0.8508185449054828,0.15248356395830198,-0.1576713643455374,0,0.33480512075225644,-0.1132196017747038,-0.07065998735590773,-1.1692722760240177,0,0,0,0,-0.1132196017747038,0,-0.9461287247098076,0,-0.6096564880885951,0,0,0,0,-1.862419456583963,0,0,0,0,0,-0.3042748385374132,0,0.36220409494037087,-0.6096564880885951,-0.7638071679158531,0,-1.3028036686485402,0,-0.35834205980768896,0,-1.051489240367634,0,0,0,-0.8508185449054828,0,-0.9461287247098076,0,0,0,0,0,0,-1.1692722760240177,0,0,-0.47612509546407233,0,0,0,-0.7638071679158531,0,-1.051489240367634,0,0,0,0,0,0,0,0,-1.862419456583963,0,0,0,-0.6096564880885951,-1.051489240367634,0,0,0,-2.1501015290357435,-1.862419456583963,0,0,0,0,0,0,0,0,0,-2.1501015290357435,-1.3028036686485402,-1.6392759052697532,0,0,0,0,-1.6392759052697532,-1.6392759052697532,0,0,0,0,0,0,0,0,0,1.1079950089857382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.555566637143908,0,0,0,-1.4569543484757985,0,0,0,0,0,0,-2.1501015290357435,0,0,0,0,0,0,0.5579486720664661,0,0,0,-0.7638071679158531,0,0,0,0,0,0,0,0,-2.1501015290357435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434M03BM,5.566862745022934,5.836055288521296,0,2.8632247792539887,5.391465987698128,0.9997733815698164,0,0.6753899422676075,0,0,4.058670767350764,3.4538027927933777,-0.6301430622078241,3.164183110744889,2.4856684592629006,1.9990131964247229,2.6771224996201277,0,1.6083631741016995,-1.4324895347327615,0,3.144597682512505,-0.4710783675781367,0,0.8545913717253186,0,-1.164225548138082,0,0,0,1.559389169505239,0.3332944480920328,0,0,-1.1070671342981337,0,0,0.9792948502262759,0,0,0.9583881654069626,0,0,1.4492984794720116,0.6077312937937935,0,0.2652409848470172,-0.33387724606465197,1.4663929128313122,1.27041926686903,0,0,0,1.5860574165874008,0.7900528505877475,0,0.7983516534024431,0,0,0,0,0,0,0,0,-2.611144531074408,0.3066262010098719,-0.1056185940836718,0,0,0,-1.6948537992002524,-0.19077640242397864,-1.2893886910920882,0,0,-1.5995436193959276,-1.052999913027858,0,-0.3865209795500739,0,-1.5995436193959276,0,0,0,-2.8988266035261887,0,0,0,-1.4324895347327615,-1.052999913027858,0,0,0,-0.7785630673260977,0.08009855171142144,-0.7393423541728161,-1.5995436193959276,-0.563451687709152,0,0,0,-0.9529164544708753,0,0,0,0,0,0,0,0,0,0,0,-1.164225548138082,-1.5995436193959276,0,0,-0.6652343820190945,0,0,0,0,-1.2893886910920882,0,0,0,0,0,0,0,-0.500931330727818,0,-0.563451687709152,0,0,-1.2893886910920882,-0.7785630673260977,-1.052999913027858,0,-1.512532242406298,0,0,0,-2.8988266035261887,-0.6652343820190945,0,0,0,0,0,-1.3583815625790399,0,0,0,0,0,-1.9179973505144625,0,0,-2.8988266035261887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9529164544708753,0,0,0,0,-1.512532242406298,0,0,0,0,0,-1.8002143148580787,0,0,-1.8002143148580787,0,0,0,-1.512532242406298,0,0,0,0,0,0,-0.5317029893945717,0,0,0,0,0,0,0,0,0,0,0,-1.9179973505144625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3583815625790399,0,0,0,0,0,0,0,0,0,0,0,0,0
435M03BM,5.2319319617805435,6.021173890075766,5.731705747355943,0,3.861132547144689,0.2566985947352043,0,0.6907370752874247,-0.27610593574956166,3.029966434148794,3.014228853100784,3.0487968493196256,0,2.378699750833836,3.29081511129751,-2.0678654049776166,-0.22203871447928591,0,0.3198774963567361,-1.3747182244176717,0,2.4906789396704188,0.11693665236004502,0,-0.41494238060377775,0,0,-0.3732696842032097,-0.3530669768856902,0,1.2197069511768186,-0.2947980687617142,0,0,-1.43187663825762,0,0,0.9334070489519899,0,0,0.05239813122247394,0,0,0.3400802036742556,0.7975050507131307,0.6327498176370749,0.3793009168275363,0.5632237549884653,0.5947224220478358,-0.257756797081365,0,0,-0.8638926006516807,-0.6541720696696118,0.3198774963567361,0,-0.2947980687617142,0,-0.768582420847356,0,0,0,0,0,0,0,-2.8787956211939454,-0.9692531163095071,0,0,0,0,-1.006993444292354,-1.2205675445904132,0,0,0,0,0,-2.6556520698797357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15375062548276208,0,-1.2205675445904132,0,0,0,0,0,-0.6541720696696118,-1.5570397812116261,0,0,0,0,0,0,0,0,0,0,-1.492501260074055,-1.0870361519658904,0,0,0,0,0,-2.3191798332585227,0,0,-1.7001406248522994,0,0,0,0,-1.9625048893197903,0,0,0,0,-2.1856484406340004,0,0,0,-1.0462141574456356,0,0.15375062548276208,0,0,0,0,0,0,-2.1856484406340004,0,0,-1.0870361519658904,0,0,0,0,0,0,0,0,0,0,0,-2.6556520698797357,0,0,0,0,0,0.8038142199063953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9625048893197903,0,0.05239813122247394,0,-2.6556520698797357,0,0,0,0,0,0,0,-2.4733305130857812,0,0,0,0.6907370752874247,0,0,-0.030983477716576502,0,0.16572681652947718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6815710438577263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439M04BM,1.1321777409960516,2.638796435200999,4.61517787772068,0.1488007159055269,0,-2.133581669770999,0,4.75049548185656,1.386879132717974,-0.852647824308935,-1.4404344892110537,0,0.18880605051922617,3.824843023258783,-1.345124309406729,-0.3757237522186254,-0.7985806030386593,0,1.1321777409960516,-0.852647824308935,-0.7472873086511087,0,0,0.6390070524687816,0.1281814287027916,0.4764881229710074,0,1.1090106817145173,0.9665106191072343,0,0,0,-1.7971094331497863,0,-0.524143757336899,0,0,0,0,0,0,0,0,2.325406006039011,0,0,0,0,0,0.31742342834131954,-2.6444072935369896,0,0,0,0,0,0,0,0,1.3132262231432081,-1.4404344892110537,0,0,0,-1.54579500486888,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.345124309406729,0,0,3.680548862054067,0,0,0,0,-0.3757237522186254,0,0,3.1815928138434604,0,0,0,0,-1.6635780405252638,0,0,0,0,0,0,0,0,-1.4404344892110537,0,0,0,0,0.3841148028399921,0,0,0,0,-1.6635780405252638,0,-1.2581129324170992,0,0,0,0,0,0,0,0,-0.9704308599653184,0,0,0,0,0,0,-1.4404344892110537,0,0,0,0,0,0,0,0,0,0,0,0,-1.9512601129770446,0,0,0,0.3841148028399921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41081507202989576,0,0,0,0,1.6993981283166937,0,0,0,0,0,-3.049872401645154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7971094331497863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9512601129770446,0,0,-0.6075253662759499,0,0,0,0,0,0,0,0,0,0,0,0,0
440M03BM,3.816490329094423,5.486061857296823,0,4.574088122568069,3.751107569831571,0.3100886939827441,-0.23787647673270307,5.700087505341845,2.772611262387207,-1.9028842403216142,2.420301894329334,0.19425687845762285,3.256991740104344,1.9226467337530884,1.2074514159713803,0.9303291037346022,2.2824321001062136,0,0.5579248578873259,0.7361730892936449,0,1.5717406098953588,-0.2652754509208175,5.8265370700214465,-1.1407441882747174,0,0,0,0,0,0.8961377389863228,1.5402773404395735,5.570266013247741,0,0.6620651171399223,0,1.7752231168104111,0.06322861605121854,0,0,0.08303124334739831,0.8146447047351395,0,-0.13522232267261947,-0.18523274324728112,0,-0.8042719516535044,-1.4508991165785567,1.3929526256827152,-1.9028842403216142,-1.6515698120407079,0,-0.5906978513554453,0,-0.23787647673270307,-0.18523274324728112,-0.9043554102104872,-0.7133001734477777,0,0,0,-0.8530621158229366,0,0,0,0,0,0,0,-3.155647208816982,0,-2.462500028257037,-0.7577519360186113,-0.32243386476076585,0,0,0,0.245550172845173,0,0.19425687845762285,-0.8530621158229366,0,0,-1.9028842403216142,0,0,0,0,0,0,-1.5462092963828815,0,0,-2.2393564769428274,-1.5462092963828815,0,-1.2838450319153907,0,0,-1.7693528476970917,0,0,0,0,0,0,0,0,-3.8487943893769274,0,0.44166505177146353,0,0,-1.2838450319153907,0.27833999566816425,0,0,0,0,0,0,0,0,-0.7577519360186113,0,0,0,0.8516859764154892,0,0,0,-1.5462092963828815,0,-1.9028842403216142,0.9795193479253741,0,0,0,0,0,0.34086035264949777,0,-0.9584226314807629,0,0,-1.7693528476970917,0,0,0,0,-0.7577519360186113,0,-1.5462092963828815,0,0,0,0,0,0,0,0,-1.2838450319153907,0,0,0,0,0,0,0,0,-0.6707405590289817,-2.462500028257037,0,0,0,0,0.4552707038272428,0,0,0,0,0,0,0,-1.7693528476970917,0,0,-1.1407441882747174,0,0,-2.0570349201488725,0,0,0,-1.0762056671371463,0,0,0,0,0,0,-1.1407441882747174,-1.209737059761669,0,0,0,0,0,0,0,0,0,0,-1.9028842403216142,0,0,0,0,0,0,0,0,-1.9028842403216142,0,0,0,0,0,0,0,0,-1.2838450319153907,0,0,0,0,0,0,0,0,0,-0.6299185645087269,0,0,0,0,0,0,0
