"Metabolite","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif","p.adj.BH","LibraryID","Precursor_Mass","Network_Number","NPC.superclass","NPC.class","NPC.pathway","ClassyFire.superclass","ClassyFire.class","ClassyFire.subclass","ClassyFire.level.5"
"1005","Amigos","High","Low",0,-0.58890159046046,-1.67682813958709,0.499024958666174,0.406,"ns",1,NA,"210.061","22","Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"1005","Amigos","High","Medium",0,-0.589684887784188,-1.75337181370965,0.574002038141278,0.454,"ns",1,NA,"210.061","22","Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"1005","Amigos","Low","Medium",0,-0.000783297323727838,-0.678472129063042,0.676905534415586,1,"ns",1,NA,"210.061","22","Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"1007","Amigos","High","Low",0,0.193229999724703,-0.63505625365113,1.02151625310054,0.845,"ns",1,NA,"148.0606",NA,"Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"1007","Amigos","High","Medium",0,0.321507726082966,-0.564458228834686,1.20747368100062,0.665,"ns",1,NA,"148.0606",NA,"Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"1007","Amigos","Low","Medium",0,0.128277726358264,-0.387676538979428,0.644231991695955,0.825,"ns",1,NA,"148.0606",NA,"Small peptides","Aminoacids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10079","Amigos","High","Low",0,-0.095554183129039,-1.19785409356826,1.00674572731018,0.977,"ns",1,NA,"738.0706",NA,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10079","Amigos","High","Medium",0,-0.282270409021273,-1.46133161977735,0.896790801734807,0.837,"ns",1,NA,"738.0706",NA,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10079","Amigos","Low","Medium",0,-0.186716225892234,-0.873358480492599,0.499926028708131,0.795,"ns",1,NA,"738.0706",NA,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"101","Amigos","High","Low",0,-0.266729576906583,-0.847681865580815,0.314222711767649,0.522,"ns",1,NA,"181.0708",NA,"Saccharides","Monosaccharides","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"101","Amigos","High","Medium",0,-0.205893670130613,-0.827301965993415,0.415514625732189,0.712,"ns",1,NA,"181.0708",NA,"Saccharides","Monosaccharides","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"101","Amigos","Low","Medium",0,0.0608359067759694,-0.301049625040475,0.422721438592414,0.916,"ns",1,NA,"181.0708",NA,"Saccharides","Monosaccharides","Carbohydrates","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"10101","Amigos","High","Low",0,0.429270417015477,-0.90984724905964,1.76838808309059,0.727,"ns",1,NA,"495.8033",NA,"Ornithine alkaloids","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10101","Amigos","High","Medium",0,0.561786498899287,-0.870583840383655,1.99415683818223,0.622,"ns",1,NA,"495.8033",NA,"Ornithine alkaloids","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10101","Amigos","Low","Medium",0,0.13251608188381,-0.701644172236701,0.966676336004321,0.925,"ns",1,NA,"495.8033",NA,"Ornithine alkaloids","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10114","Amigos","High","Low",0,0.301051350702518,-1.40836657636371,2.01046927776875,0.908,"ns",1,NA,"866.9773","6","Small peptides","pteridine alkaloids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10114","Amigos","High","Medium",0,-0.146269308873415,-1.97472665672148,1.68218803897465,0.98,"ns",1,NA,"866.9773","6","Small peptides","pteridine alkaloids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10114","Amigos","Low","Medium",0,-0.447320659575933,-1.51214754414616,0.617506224994296,0.58,"ns",1,NA,"866.9773","6","Small peptides","pteridine alkaloids","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10144","Amigos","High","Low",0,0.0719028011626577,-1.13072491900459,1.2745305213299,0.989,"ns",1,NA,"866.4758","6",NA,NA,NA,NA,NA,NA,NA
"10144","Amigos","High","Medium",0,-0.114981600860235,-1.40135718921006,1.17139398748959,0.975,"ns",1,NA,"866.4758","6",NA,NA,NA,NA,NA,NA,NA
"10144","Amigos","Low","Medium",0,-0.186884402022893,-0.936022636908076,0.56225383286229,0.824,"ns",1,NA,"866.4758","6",NA,NA,NA,NA,NA,NA,NA
"10159","Amigos","High","Low",0,0.0524380830196436,-1.62053937529239,1.72541554133168,0.997,"ns",1,NA,"808.4357","6",NA,NA,NA,NA,NA,NA,NA
"10159","Amigos","High","Medium",0,-0.259439965851189,-2.04891922542859,1.53003929372621,0.937,"ns",1,NA,"808.4357","6",NA,NA,NA,NA,NA,NA,NA
"10159","Amigos","Low","Medium",0,-0.311878048870832,-1.35400551617076,0.730249418429095,0.758,"ns",1,NA,"808.4357","6",NA,NA,NA,NA,NA,NA,NA
"10175","Amigos","High","Low",0,0.391479896779437,-1.28561030340882,2.06857009696769,0.844,"ns",1,NA,"808.7701",NA,NA,NA,NA,NA,NA,NA,NA
"10175","Amigos","High","Medium",0,0.208846330222823,-1.58503207188392,2.00272473232957,0.959,"ns",1,NA,"808.7701",NA,NA,NA,NA,NA,NA,NA,NA
"10175","Amigos","Low","Medium",0,-0.182633566556615,-1.22732293405061,0.862055800937383,0.909,"ns",1,NA,"808.7701",NA,NA,NA,NA,NA,NA,NA,NA
"10176","Amigos","High","Low",0,0.136230089251479,-1.21633699936459,1.48879717786754,0.969,"ns",1,NA,"859.9708",NA,"Nucleosides","Purine nucleos(t)ides","Carbohydrates","Nucleosides, nucleotides, and analogues","Purine nucleotides",NA,NA
"10176","Amigos","High","Medium",0,-0.0175873284747734,-1.46434367312243,1.42916901617288,1,"ns",1,NA,"859.9708",NA,"Nucleosides","Purine nucleos(t)ides","Carbohydrates","Nucleosides, nucleotides, and analogues","Purine nucleotides",NA,NA
"10176","Amigos","Low","Medium",0,-0.153817417726252,-0.996355556784546,0.688720721332043,0.902,"ns",1,NA,"859.9708",NA,"Nucleosides","Purine nucleos(t)ides","Carbohydrates","Nucleosides, nucleotides, and analogues","Purine nucleotides",NA,NA
"10181","Amigos","High","Low",0,0.135096875035569,-1.09360624503502,1.36379999510616,0.963,"ns",1,NA,"859.4695","19","Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10181","Amigos","High","Medium",0,0.105919733481425,-1.2083470778376,1.42018654480045,0.98,"ns",1,NA,"859.4695","19","Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10181","Amigos","Low","Medium",0,-0.0291771415541442,-0.794558207641322,0.736203924533034,0.995,"ns",1,NA,"859.4695","19","Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"102","Amigos","High","Low",0,0.16990576134704,-0.37417237283413,0.71398389552821,0.739,"ns",1,NA,"427.0762","76","Monoterpenoids","Acyclic monoterpenoids","Terpenoids","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates"
"102","Amigos","High","Medium",0,0.156142098037265,-0.425824223068529,0.738108419143058,0.8,"ns",1,NA,"427.0762","76","Monoterpenoids","Acyclic monoterpenoids","Terpenoids","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates"
"102","Amigos","Low","Medium",0,-0.0137636633097755,-0.352679627281921,0.32515230066237,0.995,"ns",1,NA,"427.0762","76","Monoterpenoids","Acyclic monoterpenoids","Terpenoids","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates"
"10254","Amigos","High","Low",0,-0.176555985819972,-1.55102699932048,1.19791502768053,0.95,"ns",1,NA,"817.4758","23","Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10254","Amigos","High","Medium",0,-0.0176493102498405,-1.48783491217129,1.45253629167161,1,"ns",1,NA,"817.4758","23","Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10254","Amigos","Low","Medium",0,0.158906675570131,-0.697275808575025,1.01508915971529,0.899,"ns",1,NA,"817.4758","23","Oligopeptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10268","Amigos","High","Low",0,-0.160817470643368,-1.04893331336314,0.727298372076399,0.903,"ns",1,NA,"861.1533","37","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10268","Amigos","High","Medium",0,-0.0658954043576134,-1.01585732569314,0.884066516977916,0.985,"ns",1,NA,"861.1533","37","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10268","Amigos","Low","Medium",0,0.0949220662857551,-0.458301116276617,0.648145248848128,0.913,"ns",1,NA,"861.1533","37","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10276","Amigos","High","Low",0,-0.989730842557909,-2.37116388360907,0.391702198493256,0.209,"ns",1,NA,"646.3655","37","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10276","Amigos","High","Medium",0,-0.946588609054236,-2.42422105602707,0.531043837918597,0.285,"ns",1,NA,"646.3655","37","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10276","Amigos","Low","Medium",0,0.0431422335036737,-0.817377021649719,0.903661488657067,0.992,"ns",1,NA,"646.3655","37","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10294","Amigos","High","Low",0,-0.204493637813529,-1.09071566953063,0.681728393903571,0.848,"ns",1,NA,"660.6206",NA,"Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10294","Amigos","High","Medium",0,0.0517819395058741,-0.896154290751755,0.999718169763503,0.991,"ns",1,NA,"660.6206",NA,"Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10294","Amigos","Low","Medium",0,0.256275577319403,-0.295767916626157,0.808319071264964,0.514,"ns",1,NA,"660.6206",NA,"Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10295","Amigos","High","Low",0,-0.351187528191501,-1.4533436495454,0.750968593162398,0.73,"ns",1,NA,"646.1155","37","Nucleosides","Purine nucleos(t)ides","Carbohydrates","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates"
"10295","Amigos","High","Medium",0,-0.28442995332427,-1.46333736189691,0.894477455248367,0.835,"ns",1,NA,"646.1155","37","Nucleosides","Purine nucleos(t)ides","Carbohydrates","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates"
"10295","Amigos","Low","Medium",0,0.0667575748672302,-0.619795110949904,0.753310260684365,0.971,"ns",1,NA,"646.1155","37","Nucleosides","Purine nucleos(t)ides","Carbohydrates","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates"
"10296","Amigos","High","Low",0,0.626067399262436,-0.679122974893447,1.93125777341832,0.492,"ns",1,NA,"774.43",NA,"Oligopeptides","Cyclic peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10296","Amigos","High","Medium",0,0.773006553804095,-0.623073885144892,2.16908699275308,0.39,"ns",1,NA,"774.43",NA,"Oligopeptides","Cyclic peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10296","Amigos","Low","Medium",0,0.146939154541658,-0.66608718493794,0.959965494021257,0.904,"ns",1,NA,"774.43",NA,"Oligopeptides","Cyclic peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"1031","Amigos","High","Low",0,0.114032653822566,-0.375303996820609,0.603369304465741,0.845,"ns",1,NA,"185.1287","55","Ornithine alkaloids","Dipeptides","Alkaloids","Organoheterocyclic compounds","Pyrrolidines","Pyrrolidones","Pyrrolidine-2-ones"
"1031","Amigos","High","Medium",0,0.102696826301761,-0.420715956653807,0.62610960925733,0.887,"ns",1,NA,"185.1287","55","Ornithine alkaloids","Dipeptides","Alkaloids","Organoheterocyclic compounds","Pyrrolidines","Pyrrolidones","Pyrrolidine-2-ones"
"1031","Amigos","Low","Medium",0,-0.0113358275208044,-0.316152346032848,0.293480690991239,0.996,"ns",1,NA,"185.1287","55","Ornithine alkaloids","Dipeptides","Alkaloids","Organoheterocyclic compounds","Pyrrolidines","Pyrrolidones","Pyrrolidine-2-ones"
"10310","Amigos","High","Low",0,0.102120747886106,-0.993343746176273,1.19758524194849,0.973,"ns",1,NA,"646.1173","37","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10310","Amigos","High","Medium",0,-0.103506038221711,-1.27525583197324,1.06824375552982,0.976,"ns",1,NA,"646.1173","37","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10310","Amigos","Low","Medium",0,-0.205626786107817,-0.888011138056029,0.476757565840395,0.755,"ns",1,NA,"646.1173","37","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10357","Amigos","High","Low",0,-0.138953774679868,-0.925966278280333,0.648058728920598,0.908,"ns",1,NA,"880.1568","37","Coumarins","Simple coumarins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10357","Amigos","High","Medium",0,-0.054511073149917,-0.896329081649613,0.787306935349779,0.987,"ns",1,NA,"880.1568","37","Coumarins","Simple coumarins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10357","Amigos","Low","Medium",0,0.0844427015299507,-0.405801409671669,0.574686812731571,0.912,"ns",1,NA,"880.1568","37","Coumarins","Simple coumarins","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"1038","Amigos","High","Low",0,0.109083181588337,-0.819540181760829,1.0377065449375,0.958,"ns",1,NA,"427.0763","76","Phenolic acids (C6-C1)","Wax monoesters","Shikimates and Phenylpropanoids","Benzenoids","Phenol ethers",NA,NA
"1038","Amigos","High","Medium",0,0.16884044447439,-0.824449835927227,1.16213072487601,0.914,"ns",1,NA,"427.0763","76","Phenolic acids (C6-C1)","Wax monoesters","Shikimates and Phenylpropanoids","Benzenoids","Phenol ethers",NA,NA
"1038","Amigos","Low","Medium",0,0.0597572628860528,-0.518698776024968,0.638213301797074,0.967,"ns",1,NA,"427.0763","76","Phenolic acids (C6-C1)","Wax monoesters","Shikimates and Phenylpropanoids","Benzenoids","Phenol ethers",NA,NA
"103_i","Amigos","High","Low",0,0.21444439802606,-0.314675569638086,0.743564365690206,0.602,"ns",1,NA,"217.1074 OR 234.134",NA,"Cyclic polyketides","Wax monoesters","Fatty acids","Organic oxygen compounds","Organooxygen compounds","Ethers","Dialkyl ethers"
"103_i","Amigos","High","Medium",0,0.353759050809913,-0.212207455946602,0.919725557566429,0.302,"ns",1,NA,"217.1074 OR 234.134",NA,"Cyclic polyketides","Wax monoesters","Fatty acids","Organic oxygen compounds","Organooxygen compounds","Ethers","Dialkyl ethers"
"103_i","Amigos","Low","Medium",0,0.139314652783853,-0.190283602745547,0.468912908313254,0.576,"ns",1,NA,"217.1074 OR 234.134",NA,"Cyclic polyketides","Wax monoesters","Fatty acids","Organic oxygen compounds","Organooxygen compounds","Ethers","Dialkyl ethers"
"10416","Amigos","High","Low",0,0.0268329939695926,-1.7299788463851,1.78364483432428,0.999,"ns",1,NA,"850.8023","6",NA,NA,NA,NA,NA,NA,NA
"10416","Amigos","High","Medium",0,0.213174279773249,-1.66597737028345,2.09232592982995,0.961,"ns",1,NA,"850.8023","6",NA,NA,NA,NA,NA,NA,NA
"10416","Amigos","Low","Medium",0,0.186341285803657,-0.908008111801845,1.28069068340916,0.914,"ns",1,NA,"850.8023","6",NA,NA,NA,NA,NA,NA,NA
"10418","Amigos","High","Low",0,-0.177578526431529,-1.26937197094837,0.914214918085315,0.921,"ns",1,NA,"840.4416","73","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10418","Amigos","High","Medium",0,-0.51513096089981,-1.6829540627584,0.652692140958783,0.548,"ns",1,NA,"840.4416","73","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10418","Amigos","Low","Medium",0,-0.337552434468281,-1.01765002424512,0.342545155308562,0.468,"ns",1,NA,"840.4416","73","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10453","Amigos","High","Low",0,0.207323484174468,-0.844706130254977,1.25935309860391,0.886,"ns",1,NA,"902.0218",NA,NA,NA,NA,NA,NA,NA,NA
"10453","Amigos","High","Medium",0,0.302077551647795,-0.823212670362822,1.42736777365841,0.8,"ns",1,NA,"902.0218",NA,NA,NA,NA,NA,NA,NA,NA
"10453","Amigos","Low","Medium",0,0.0947540674733265,-0.560573924044293,0.750082058990946,0.937,"ns",1,NA,"902.0218",NA,NA,NA,NA,NA,NA,NA,NA
"10493","Amigos","High","Low",0,-0.0323800124240403,-1.4748509487443,1.41009092389622,0.998,"ns",1,NA,"867.9819","19","Coumarins","Marine-bacterial DPEs","Alkaloids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10493","Amigos","High","Medium",0,-0.331036663884884,-1.87395752648437,1.21188419871461,0.867,"ns",1,NA,"867.9819","19","Coumarins","Marine-bacterial DPEs","Alkaloids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10493","Amigos","Low","Medium",0,-0.298656651460844,-1.19719749912887,0.599884196207179,0.71,"ns",1,NA,"867.9819","19","Coumarins","Marine-bacterial DPEs","Alkaloids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10500","Amigos","High","Low",0,0.672908752067256,-0.334639409229053,1.68045691336356,0.256,"ns",1,NA,"701.072",NA,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10500","Amigos","High","Medium",0,0.274349362789923,-0.803361833321609,1.35206055890145,0.818,"ns",1,NA,"701.072",NA,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10500","Amigos","Low","Medium",0,-0.398559389277334,-1.02617909108361,0.229060312528943,0.291,"ns",1,NA,"701.072",NA,"Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10567","Amigos","High","Low",0,0.122312835779093,-0.815645454029882,1.06027112558807,0.949,"ns",1,NA,"719.3912","73","Oligopeptides","Open-chain polyketides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10567","Amigos","High","Medium",0,-0.177357598222053,-1.18063286509585,0.825917668651744,0.907,"ns",1,NA,"719.3912","73","Oligopeptides","Open-chain polyketides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10567","Amigos","Low","Medium",0,-0.299670434001146,-0.883941364930382,0.28460049692809,0.445,"ns",1,NA,"719.3912","73","Oligopeptides","Open-chain polyketides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives"
"10595","Amigos","High","Low",0,0.123192799099187,-1.60145523854368,1.84784083674205,0.984,"ns",1,NA,"846.4639","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10595","Amigos","High","Medium",0,-0.127966382939078,-1.97271442667342,1.71678166079527,0.985,"ns",1,NA,"846.4639","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10595","Amigos","Low","Medium",0,-0.251159182038264,-1.32547317385137,0.823154809774845,0.844,"ns",1,NA,"846.4639","6","Oligopeptides","Linear peptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10597","Amigos","High","Low",0,-0.0187297034442309,-1.91844757401213,1.88098816712366,1,"ns",1,NA,"846.13","6","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"10597","Amigos","High","Medium",0,-0.0599409085325044,-2.09195019325996,1.97206837619495,0.997,"ns",1,NA,"846.13","6","Small peptides","Tripeptides","Amino acids and Peptides","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
