row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,039-02.mzML Peak area,020-02.mzML Peak area,037-02.mzML Peak area,453-02.mzML Peak area,514-02.mzML Peak area,16-02.mzML Peak area,104-02.mzML Peak area,444-02.mzML Peak area,033-02.mzML Peak area,401-02.mzML Peak area,055-02.mzML Peak area,442-02.mzML Peak area,004-02.mzML Peak area,105-02.mzML Peak area,432-02.mzML Peak area,431-02.mzML Peak area,102-02.mzML Peak area,07-02.mzML Peak area,22-02.mzML Peak area,02-02.mzML Peak area,019-02.mzML Peak area,476-02.mzML Peak area,518-02.mzML Peak area,454-02.mzML Peak area,523-02.mzML Peak area,522-02.mzML Peak area,508-02.mzML Peak area,553-02.mzML Peak area,516-02.mzML Peak area,814-02.mzML Peak area,492-02.mzML Peak area,509-02.mzML Peak area,813-02.mzML Peak area,521-02.mzML Peak area,013-03.mzML Peak area,531-02.mzML Peak area,515-02.mzML Peak area,818-02.mzML Peak area,817-02.mzML Peak area,01-03.mzML Peak area,DB1CP-02.mzML Peak area,517-02.mzML Peak area,821-02.mzML Peak area,BCN22WM-02.mzML Peak area,475-02.mzML Peak area,023-03.mzML Peak area,825-02.mzML Peak area,DB8-02.mzML Peak area,DBV7-467-02.mzML Peak area,510-02.mzML Peak area,015-03.mzML Peak area,028-03.mzML Peak area,BCN28WM-02.mzML Peak area,003-03.mzML Peak area,021-03.mzML Peak area,046-03.mzML Peak area,DBV3-542-02.mzML Peak area,017-03.mzML Peak area,822-02.mzML Peak area,011-03.mzML Peak area,044-03.mzML Peak area,035-03.mzML Peak area,041-03.mzML Peak area,427-03.mzML Peak area,08-03.mzML Peak area,031-03.mzML Peak area,05-03.mzML Peak area,30-03.mzML Peak area,029-03.mzML Peak area,14-03.mzML Peak area,06-03.mzML Peak area,309-03.mzML Peak area,435-03.mzML Peak area,425-03.mzML Peak area,501-03_20221012120828.mzML Peak area,434-03.mzML Peak area,36-03.mzML Peak area,45-03.mzML Peak area,038-03.mzML Peak area,441-03.mzML Peak area,451-03.mzML Peak area,555-03.mzML Peak area,447-03.mzML Peak area,032-03.mzML Peak area,52-03.mzML Peak area,501-03.mzML Peak area,469-03.mzML Peak area,558-03.mzML Peak area,505-03.mzML Peak area,62-03.mzML Peak area,471-03.mzML Peak area,524-03.mzML Peak area,530-03.mzML Peak area,DB5-03.mzML Peak area,549-03.mzML Peak area,811-03.mzML Peak area,47-03.mzML Peak area,533-03.mzML Peak area,544-03.mzML Peak area,812-03.mzML Peak area,528-03.mzML Peak area,DB1-03.mzML Peak area,DBV4-546-03.mzML Peak area,DBCP3-545-03.mzML Peak area,823-03.mzML Peak area,DB3-03.mzML Peak area,DB7-03.mzML Peak area,DBCP5-559-03.mzML Peak area,DB2CP-03.mzML Peak area,R26.mzML Peak area,DB6-03.mzML Peak area,R2.mzML Peak area,R27.mzML Peak area,R3.mzML Peak area,R32.mzML Peak area,R28.mzML Peak area,R4.mzML Peak area,R1.mzML Peak area,R6.mzML Peak area,R29.mzML Peak area,525-04.mzML Peak area,R33.mzML Peak area,R10.mzML Peak area,R8.mzML Peak area,R31.mzML Peak area,R7.mzML Peak area,R9.mzML Peak area,R34.mzML Peak area,WM06-02.mzML Peak area,R35.mzML Peak area,WM03-02.mzML Peak area,R5.mzML Peak area,511-03.mzML Peak area,439-04.mzML Peak area,WM02-02.mzML Peak area,WM17-03.mzML Peak area,R30.mzML Peak area,WM20-04.mzML Peak area,557-04.mzML Peak area,WM21-04.mzML Peak area,WM19-03.mzML Peak area,
15224,169.1448881336167,7.986504,,,,,,,,,,,4870.2446,3931.5088,2302.6821,1464.4104,11170.674,7266.769,2612.2246,1245.2767,2210.8223,6243.224,2421.0735,6893.978,1877.4933,1734.4916,6737.4287,1752.7432,3770.2607,1155.482,1494.9084,2480.1152,2014.8295,9433.093,4030.3286,4200.6025,6628.254,2162.1892,2587.0203,8858.424,3899.7358,5649.1646,8497.72,3735.5586,4669.503,4110.209,4904.6113,2432.332,8099.842,2475.957,8306.086,6357.7344,2313.6436,2290.1797,8604.666,1900.726,2303.4995,3008.397,2080.091,3852.6367,3848.696,2582.8547,7264.3975,2651.3606,2693.5,6760.426,1431.114,1502.3275,9359.006,3595.5005,4734.64,7642.558,2631.6523,5240.243,1473.3665,2941.492,1553.7793,964.7997,1990.5435,6952.567,4175.4116,3844.0815,14356.978,3908.8997,628.0333,1409.4854,6045.6855,1885.2109,5581.672,977.4689,2495.6812,13211.901,4586.733,1707.8394,1130.3593,3293.9812,5588.619,818.32886,6049.654,3906.5193,4003.0796,4195.549,4500.205,4042.8828,6480.595,2734.7449,5003.3433,3982.8645,3004.601,5496.115,1377.2806,936.70325,2774.7007,3142.9573,3017.4834,1244.0513,1739.872,1419.6224,4156.3354,2273.12,6402.2734,5438.145,7136.6895,2619.003,9695.011,8021.2856,1687.1636,1806.5381,3347.962,5976.6406,2729.8218,2512.9329,3198.3486,3581.5476,2550.8408,2697.6514,3737.9756,1344.6359,3073.474,1681.2797,5468.1084,4088.6958,3907.124,3187.908,1248.0901,10136.575,3304.387,1975.7963,2902.7158,8233.136,3619.3313,2554.8242,3150.662,
15360,170.09250467162073,8.002314,,,,,,,,,,,4069.829,1441.8218,2470.6184,3876.4321,9044.893,5314.788,2852.2646,2383.1934,2146.613,4934.429,3988.9768,3852.144,2143.1633,3030.833,1712.4371,1491.5741,6685.505,1050.4933,878.3163,2633.5044,1977.4336,8587.695,6533.628,3658.9995,4237.3223,1799.2949,1303.9534,6951.053,3675.6013,5924.5176,1041.7716,3613.6914,4103.695,5202.81,4752.9346,2410.2683,4057.2969,3496.8843,6322.9624,2389.3015,4433.563,3875.8552,6382.1753,5811.3496,1129.7015,2780.6328,6201.623,1499.1738,3707.519,1672.2983,783.6481,375.88174,3791.2214,1984.1765,1077.5669,4907.5903,4308.877,2060.3926,2049.8584,3382.0742,1373.4526,2018.7611,1742.224,1213.5898,998.5453,634.92053,4493.7715,3701.1802,3094.0317,2657.7917,9752.441,4998.913,641.2058,1941.5077,3887.8792,1999.7969,4184.606,318.10907,2868.4219,8063.3154,5126.417,1340.0531,1951.7172,2872.9297,4629.0347,582.48413,4994.238,5308.145,1960.4923,4917.3833,4373.4644,4297.8613,3674.3994,3652.7156,2838.0913,3577.994,4504.9546,5495.631,3477.1724,1222.0137,1305.6377,3000.4746,1061.844,2021.7911,1816.6101,1000.0514,5165.7524,2687.3567,6049.117,3661.7146,2953.2373,2745.9873,5393.0034,7046.119,965.8728,1614.1108,2983.3542,990.9584,2268.3926,2452.4463,2618.5034,3009.9805,2710.3835,4194.1143,3052.273,488.6427,5921.2227,1961.5302,3535.5352,1058.3843,9426.541,2486.5852,744.3749,2554.6125,1687.4148,1418.3325,1240.9111,3598.6553,2715.9128,1396.2405,2122.044,
1662,171.10175661875084,1.4666293,,,,10,52,[M+H]+,,1,1648,170.0945,100155.555,109949.89,88197.43,85550.24,109313.805,58715.46,97170.29,107214.17,96405.11,61810.89,100635.39,74219.41,92971.55,96766.48,103475.1,82516.195,90548.0,88351.67,92630.805,104160.6,97762.04,116338.36,109867.336,72903.82,112957.66,48727.117,58950.887,110319.39,113756.695,57550.434,71161.266,92689.93,41651.17,41623.586,93482.58,86422.69,104611.45,13264.734,95680.67,99470.24,57111.15,46139.805,96788.89,110735.07,101871.9,93288.15,94785.49,101639.48,24725.766,90159.125,99402.96,96623.586,104098.82,90020.04,44479.324,97515.45,112202.61,93584.55,68850.91,94508.69,99901.74,84949.52,101567.77,94379.75,96038.46,111106.52,102618.02,93005.805,92319.53,118105.03,82369.06,97511.97,59705.742,111669.48,89990.086,103556.914,105975.04,94743.81,96598.57,102401.1,106849.69,1259.5398,37522.83,96394.12,97622.055,78089.93,99873.3,35191.027,101410.01,115663.21,93188.53,112251.484,120763.82,110626.1,44955.49,103567.98,107412.89,114853.82,103042.984,81399.305,66104.234,51240.438,79091.03,100142.53,101158.24,112882.055,104037.15,98758.56,72190.45,87984.43,98305.586,100496.57,97255.17,110379.03,99911.51,96032.34,98841.83,103317.62,119767.91,90027.51,98170.04,101542.89,84765.73,99717.72,100676.07,90824.2,98073.38,91770.54,109858.516,107945.94,69062.53,96202.375,14666.313,107910.23,95963.6,96521.87,91917.664,87811.7,99130.19,109375.305,91170.08,
2368,171.10178980301964,3.1462128,,,,,,,,,,,2205.5237,9976.916,14247.71,18632.71,43354.04,35625.62,21463.023,23539.076,13750.984,32568.18,28852.836,31608.34,17497.822,10968.733,21023.645,19423.09,9946.635,8133.7383,8903.073,58267.945,3113.0706,6999.043,11039.454,30679.242,20956.215,4082.0042,34365.535,18085.371,11038.0205,13478.582,35586.348,12865.215,19361.2,9791.29,38338.97,23360.865,31953.303,22261.24,12559.398,19685.057,69258.21,13473.077,15351.861,22635.186,15629.479,19091.068,48883.305,24539.7,20167.148,12935.408,20777.418,17871.54,31054.773,3503.2866,13609.8125,17984.93,6550.909,22308.174,26505.771,9637.963,10810.488,14409.067,30903.645,14898.662,15182.983,31294.488,33826.918,18904.541,22302.428,14945.666,24585.158,15778.271,12765.451,14783.499,12728.268,21391.875,11216.074,45927.703,43734.91,12486.233,62775.926,10826.248,19493.617,9366.824,31771.822,17860.584,16111.951,15320.234,18285.676,18979.043,10896.825,49651.16,28613.844,9884.904,17763.56,31711.795,35450.434,26324.23,33456.797,12697.0205,9070.857,26501.81,16716.395,3563.1616,18610.154,5640.2705,11071.822,14940.426,42705.215,48898.63,16536.188,22328.648,8736.66,27576.188,5280.8896,57238.188,9784.295,18075.357,23554.88,5322.963,25781.77,44184.297,45794.895,30971.545,23207.65,6662.3823,26055.42,33822.35,17884.465,6895.863,28486.19,29733.055,35589.156,21388.271,4128.67,14931.603,48724.68,20985.402,9662.759,15767.899,10636.633,
1206,171.11296329541068,0.9409873,,,,,,,,,,,0,0,0,709.92224,440.4703,810.38257,0,5418.749,0,0,0,2043.794,0,0,0,0,0,516.6051,0,607.755,0,760.5142,0,0,396.34622,0,790.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128.791,0,0,0,0,0,0,0,0,0,1075.3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258.0168,0,1313.2941,0,1612.4945,0,5737.759,0,0,0,1766.1953,0,0,0,7891.463,0,0,0,1636.7485,3265.7327,0,5696.5146,1385.6301,0,0,0,0,2355.619,2339.6924,0,0,2568.3281,0,0,0,448.06592,0,3155.7854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.88086,0,0,0,0,1628.4717,0,0,0,0,962.6615,
1632,171.13814518475826,1.4560913,,,,10,35,[M+2H]2+,,2,1502;1632,340.2610,14515.733,14850.174,14401.024,14718.674,16630.162,16225.221,14709.749,14728.215,15401.873,16267.842,13220.057,9618.615,12242.07,13659.587,17241.61,9703.631,12740.955,13055.08,14768.623,15272.782,13780.143,15035.81,15156.459,8094.233,16215.147,9986.492,0,14824.879,15146.889,12348.676,9199.86,12520.813,5514.3887,4399.5195,11817.924,7609.664,15891.189,0,15283.8,15175.272,15210.525,14983.604,16859.31,11146.264,18589.69,13167.222,16596.45,15614.438,11828.349,11977.469,14540.09,13032.538,16109.46,13765.055,12285.15,13766.248,17423.79,12727.363,0,13412.332,14553.014,12976.762,12967.282,14301.586,15070.512,13584.464,16919.488,12800.434,14027.646,17018.203,8967.569,15197.007,0,17682.062,14255.05,14043.192,15272.52,12503.562,13162.846,14352.092,16254.44,0,0,14528.337,14538.181,12005.458,12065.002,15781.38,13648.66,17614.027,5452.7393,17062.91,14744.943,17684.74,14190.034,12915.694,17394.037,16345.909,15329.478,11117.209,10213.242,14793.621,13276.546,17235.34,15100.281,18185.451,16580.834,14407.754,0,12734.078,14317.278,12689.925,12691.276,17496.242,15055.848,14814.286,13871.541,14051.5625,15600.239,13641.549,13768.744,12054.023,13247.81,14911.234,15628.549,14296.448,14602.753,13788.116,16106.461,15110.46,10410.8125,12587.271,0,14231.837,13494.049,14022.067,14557.499,13350.485,13456.141,13949.063,13968.517,
12728,171.18577869925278,7.168049,,,,,,,,,,,2885.4495,3083.3198,1114.9482,1039.3982,2388.2974,989.11884,1350.1941,1281.7719,1121.0521,1091.1039,696.57825,1406.7803,1030.4131,3112.4512,1005.14923,0,890.36584,0,2755.909,1883.9832,2156.4648,1724.5771,980.338,1762.1622,940.914,0,0,1470.1348,1045.3057,0,2913.2651,961.369,0,1080.0837,1717.9166,4343.0117,598.4966,0,676.93134,629.1547,4019.9482,0,1022.69,659.4139,3582.8677,848.9153,960.67395,802.01935,887.68115,870.82104,0,981.5281,2922.4138,4056.606,967.79407,1045.6724,1102.3384,1908.408,2037.8577,1038.5242,595.7778,2619.3936,1056.0271,1743.3611,1112.1252,856.469,951.522,952.8964,1096.1187,8268.464,2117.186,1138.1584,0,892.9376,719.88574,1013.1013,1687.5057,832.8723,1282.9854,932.4187,1385.8278,0,0,1322.58,1337.8251,0,917.2691,887.62103,4732.3477,2362.0547,1189.3187,1077.9773,556.2359,2406.4998,690.53815,0,1139.4362,1597.2375,948.8946,0,1179.2063,0,897.36084,1033.9946,4744.7104,524.6693,2311.908,986.5425,959.4783,1629.8176,1238.3208,830.4198,2559.265,925.8692,3354.6843,1013.65515,4692.851,1046.3799,975.88776,1037.2301,1834.2192,1904.5723,849.6577,1054.5264,1258.4111,1021.07227,1108.9774,990.71906,1121.5751,1932.913,12447.885,2152.8643,965.79175,914.37024,837.79663,1013.3543,1296.623,771.67944,3916.1865,5510.041,987.17206,
8186,171.18582046111692,6.32481,,,,,,,,,,,5485.142,801.96844,2187.6477,1404.43,5694.759,1744.1613,1010.3931,867.70703,10179.491,2078.8123,1183.4373,518.83563,2297.762,4007.295,839.43945,716.6582,2621.5527,964.74646,1769.7034,1120.6725,1769.5771,1466.199,2816.1038,3168.2,1021.5555,0,1027.0072,1166.9111,2100.727,0,7184.69,1507.6897,0,3109.3418,2152.8826,3529.8518,2600.8523,1172.6536,928.13135,797.45264,6451.061,679.18085,1891.1599,9212.987,2957.4229,1882.9419,1818.9585,2565.9746,676.68896,1430.3481,5265.7583,793.16754,762.3263,2341.7563,603.98224,1920.9841,1873.125,3286.0747,1703.3945,1634.7893,1360.4331,709.42896,778.7135,684.7301,770.6915,3124.296,597.3762,2164.8298,1635.065,3748.1304,2345.012,2081.2634,449.5597,2247.693,2199.8862,1695.2919,1603.6382,682.3811,2644.1,2168.7222,1421.9307,0,540.09424,1698.0498,3832.7505,517.7991,1273.375,946.6056,5300.2207,2697.3633,948.9392,2675.1396,3506.4922,2326.6155,906.4834,1948.1504,6935.2344,1877.6604,1112.1835,726.68115,4065.6519,2426.069,830.27734,1654.6449,1900.2527,2009.3127,3330.1187,1648.253,1872.9752,1193.8518,1174.7698,804.6074,1393.5363,1842.7794,9883.12,3387.3154,7541.5654,2270.266,7727.2715,720.2821,1253.3218,10538.961,3567.4512,1264.4467,7162.834,2127.254,5952.479,1303.9961,1770.4133,537.8525,3171.5269,8959.268,582.1802,557.6522,595.48785,2272.9392,3618.8892,1897.7651,1667.3691,980.0605,944.9064,
10113,172.1156675447339,6.6621633,,,,33,,,,,,,7188.166,2636.511,5383.8076,4931.6953,5958.618,3847.7388,5022.666,3343.3018,3517.3894,6646.6323,3234.35,8217.913,3290.9155,4853.4614,3455.4866,5571.9307,2872.6187,4619.882,3477.6355,3561.686,2972.7085,4447.938,5622.3076,3300.2893,2627.9548,3434.048,3914.683,2844.5134,2964.102,2251.571,7285.257,3276.4473,3040.4697,6918.205,4868.205,3798.8875,3211.8752,4291.391,1937.7399,3432.6436,4805.4014,2170.0454,2836.2427,3895.152,4809.427,7804.553,7584.7925,4477.474,2183.7458,2940.776,3811.0586,4020.1572,4004.9297,5147.902,1857.4313,5508.676,3991.3433,8547.495,3205.3894,2930.2476,4188.087,5329.878,3753.5706,3402.021,3063.7915,4217.013,2906.6323,3414.5586,6188.254,6507.2437,3431.439,2089.1206,4750.346,4380.749,3530.1323,7044.8467,4941.7905,7842.493,3988.3784,3991.8235,3946.7722,3478.5728,2750.2266,4991.4946,4444.1714,1346.9229,5024.4644,2324.8645,4773.9473,5114.8594,3182.4475,5357.937,4442.5513,7236.7695,1353.727,2378.3481,8496.312,5243.063,4409.6167,4052.1226,7589.1187,3566.8284,657.47656,6756.2173,4178.593,4446.0986,5784.228,4141.424,10327.482,4257.407,6049.621,2513.0623,2867.113,3846.3108,4701.6123,4176.0186,3233.2039,4191.9805,3772.5032,1997.7437,4912.985,5471.4985,3723.0432,4442.754,2848.1375,4115.2686,3041.5547,2777.5332,4088.239,3136.755,3847.8152,4933.7183,5051.4863,3009.0986,1353.8794,2647.195,5074.8237,2094.5588,6864.954,3838.7236,2766.0786,
1006,172.13332738729156,0.64265686,,,,,,,,,,,7290.2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2086,172.1334589763041,2.7438045,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.04515,0,251.52072,0,0,0,0,0,0,458.265,808.23413,0,678.956,0,280.12173,7376.969,0,373.17963,0,0,0,0,0,0,0,0,0,0,0,
456,172.97720644175206,0.40499848,,,,51,,,,,,,91042.305,30367.951,88974.68,74200.85,78381.086,23218.303,79332.34,94623.27,31950.809,109074.1,93269.91,110572.07,40556.46,46002.242,109365.914,121266.69,89273.17,90022.64,46543.984,105464.984,87957.64,53592.43,86694.27,19118.96,10378.029,101475.875,38206.195,108444.65,4763.454,103004.48,33659.6,29229.36,102379.69,83679.81,90644.71,54483.48,135566.67,107093.95,54917.523,112996.18,108812.086,95495.32,70005.445,95006.36,86363.2,91672.734,69006.83,34264.664,99813.93,92816.375,71758.17,104200.46,55882.426,101462.94,90173.34,96990.44,79808.56,100406.39,61789.06,41173.82,108686.99,72272.84,31651.086,76903.7,25197.87,57004.246,72954.49,30809.324,117050.87,55055.855,6819.911,61002.492,112064.02,57947.88,108898.84,59397.35,38078.086,59741.35,92117.43,58988.47,81779.516,92413.71,60753.277,7964.126,104044.69,112957.945,25799.988,87864.47,75083.73,103967.57,101849.6,95422.68,143459.7,76260.53,101301.37,58756.074,111232.84,30749.57,62242.812,75143.68,58103.71,76293.65,118818.03,109332.8,36378.805,99311.195,70769.85,113861.414,94752.18,68851.57,52684.56,46694.523,32128.27,59152.297,34260.6,96984.68,48918.52,79392.11,105875.52,57064.367,99287.086,28148.066,14894.286,93671.64,42676.69,96224.85,21355.53,18969.627,44091.047,82424.914,45571.188,78546.49,27399.32,118884.91,36947.004,106544.305,104861.54,104805.83,93173.336,95178.55,89673.125,
5089,173.04220381915388,5.762353,,,,,,,,,,,0,0,0,43365.11,506.81506,1186.946,0,5199.623,0,7339.3286,0,4265.7554,0,0,12244.884,105206.53,0,103813.28,29779.33,9509.745,0,27370.965,37957.344,1112.5801,13903.721,56187.14,70538.305,7519.8315,7598.8853,48936.547,3849.75,3777.8533,63547.027,1093.8,0,31784.637,0,112773.57,17073.621,0,578.5904,33033.117,0,0,6209.4014,0,11807.485,1087.2223,32456.787,13454.568,0,0,10467.299,0,33026.742,0,2371.5134,0,20519.896,0,0,0,0,0,25996.656,17840.197,27453.586,0,0,349.5019,689.7742,33838.22,61597.25,13704.849,0,12942.438,0,0,0,4785.321,7523.1787,47450.914,32091.514,11539.683,0,81195.11,4773.8345,39106.145,3979.8096,0,12710.557,2699.547,471.3335,1057.229,50714.38,0,7528.4224,10644.013,23299.45,82689.04,2009.2476,0,77953.09,43720.38,18093.338,0,13654.362,26730.086,289.3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14435.466,0,1086.3091,0,0,0,18714.793,14385.394,0,0,0,0,21839.947,
7034,173.04222099031745,5.904683,,,,,,,,,,,0,0,0,30352.361,4004.419,1451.5555,0,8726.049,0,2915.4438,0,3603.247,0,0,13003.521,57177.707,0,44575.95,32070.803,13510.111,0,14981.641,23805.344,4519.217,12760.63,56187.14,31872.256,9039.865,5324.0874,7299.426,3849.75,30515.518,36746.64,0,0,22361.799,0,26340.963,19816.615,0,1113.7772,43879.406,0,0,458.43286,0,9462.124,517.3498,82455.695,12376.867,0,0,16351.935,0,39932.562,0,3423.796,0,5201.269,0,0,0,0,0,19377.32,34828.58,19115.305,0,0,349.5019,895.025,19014.97,27096.84,13615.325,0,26883.787,0,0,0,7304.7847,8631.152,30483.854,41873.92,17976.969,0,109449.48,5334.024,29206.812,9270.364,0,4265.0635,858.2208,904.76715,1057.229,24685.271,0,6076.834,6653.1167,13221.1455,55801.94,4108.505,0,61442.805,26001.229,23690.357,0,14210.88,56878.46,289.3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4265.516,0,1086.3091,0,0,0,15950.603,15645.395,0,0,0,0,11931.706,
7444,173.11751142690895,6.076332,,,,,,,,,,,0,0,0,0,0,1704.0942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.0605,0,708.60583,0,0,0,0,996.275,2928.1284,0,0,0,0,0,0,0,0,0,0,0,0,1523.3726,0,1566.6772,0,0,0,1922.8237,0,0,0,0,0,0,850.2103,0,597.1571,0,0,0,1020.84344,870.5712,0,2616.1733,0,0,0,0,0,0,0,0,764.6866,0,1019.77747,0,0,0,0,0,0,0,0,5275.1143,0,676.1881,810.12036,0,3861.5635,0,0,6857.719,537.1428,0,2286.0483,6736.082,3150.956,3206.3667,2782.2607,750.3689,2740.56,4603.285,2357.3484,3161.5261,926.4384,1724.6721,0,0,2029.7041,2196.1938,2414.0098,645.68097,0,0,0,
1064,174.05277158426156,0.72419095,,,,36,16,[M+Na]+,,2,1067;1064,151.0635,25582.322,24495.281,0,0,0,0,0,0,0,151816.56,60738.867,0,0,0,0,0,0,5889.621,143721.52,0,49463.535,9032.662,0,41911.42,15034.596,0,0,0,0,0,0,0,0,0,0,3757.0017,0,0,0,0,12870.528,0,0,0,0,0,0,5805.2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154567.89,11895.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.5552,0,0,0,0,0,9278.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621.8599,0,2002.635,53674.24,529.26355,0,62357.812,0,316.23355,63726.742,447.74182,0,0,0,0,0,35752.016,0,0,0,0,0,0,0,0,0,26168.643,0,
15445,174.0902577257504,7.9708943,,,,,,,,,,,59620.652,16022.326,21215.72,8382.201,25603.422,47881.914,29914.83,14098.097,37801.96,16971.781,29844.598,22439.152,83383.13,32345.613,5292.3965,5482.2583,7893.5215,19612.51,21031.656,36675.344,13425.821,44622.848,37750.445,41204.168,17143.102,32586.643,21266.465,19722.533,12387.631,15608.832,38327.633,15993.848,14141.97,21787.09,3737.2693,14138.381,11929.406,19891.752,25089.76,57626.504,31378.113,24713.488,15373.681,36951.805,23428.52,24534.703,12077.123,39751.95,14097.749,17646.957,42931.055,12146.49,30156.217,31797.953,15763.734,27891.125,18403.94,25627.477,23597.736,44603.914,17036.676,4094.342,14468.384,28360.555,22240.01,18901.844,29787.562,46534.0,23205.104,17600.266,52395.055,14598.898,8003.0483,6792.1816,21209.955,8811.596,21032.18,20117.176,35079.95,54115.457,31864.455,3037.4487,12618.838,38992.703,18118.227,48643.156,55137.668,19163.188,19675.713,20842.693,23240.77,15820.404,54722.21,5535.669,17315.924,29445.16,24033.152,24607.055,17229.068,24123.895,39567.78,9814.982,13203.878,34774.5,15563.015,24652.598,9451.686,14582.942,116724.62,19496.012,18592.604,47964.93,12753.297,29749.014,37483.098,42025.418,30744.422,13184.026,44961.227,34684.824,17306.459,42861.086,28577.422,17615.266,36471.92,41034.33,43208.61,40927.65,17622.281,35816.016,38400.63,71734.76,25986.012,20406.719,10711.5,14180.296,10400.758,22820.162,41187.7,13688.525,10246.754,
1176,174.11275844072458,0.9914523,,,,,,,,,,,381.45343,865.113,1864.1102,0,607.3728,0,0,523.29065,0,0,0,0,0,0,0,0,0,2347.675,0,714.54443,0,311.98087,0,0,0,0,0,0,2359.669,0,0,0,0,0,0,0,0,0,517.1304,0,0,0,337.2605,0,0,0,0,460.55908,0,0,0,0,0,0,838.365,0,0,241.06805,0,344.63654,120.50654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.54333,0,0,0,0,0,0,0,0,0,0,0,0,513.167,0,0,378.57715,428.64218,439.07544,0,0,0,0,600.1798,0,307.81616,0,0,0,0,224.93173,0,0,0,0,0,0,0,0,0,0,243.6466,0,0,0,525.48804,0,386.71875,0,0,319.9108,0,0,381.74783,0,0,0,0,0,309.1311,0,0,0,377.0359,0,0,
1224,174.1490840296663,0.9857661,,,,,,,,,,,482.00943,890.77124,1733.5428,0,0,0,1223.499,439.7827,511.44592,0,1659.6262,537.1302,1016.5612,1340.441,0,0,875.49207,0,0,0,1024.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,882.6896,0,974.3421,0,0,0,0,0,1209.9153,530.606,0,916.52094,0,0,0,0,979.76416,1757.5427,0,1640.0255,0,249.38919,0,1341.6986,0,1041.7566,883.21814,610.3672,403.16916,940.924,0,0,0,1407.7946,463.71503,0,316.86224,0,0,0,0,0,516.81476,0,1671.0192,0,0,0,0,0,1472.1902,0,469.85052,0,0,296.0006,0,0,0,0,0,851.5323,0,0,0,0,0,0,0,0,0,597.76654,0,0,0,1152.3909,856.4126,1881.4807,630.3698,1519.801,572.65784,1082.1406,1421.2281,442.4439,1487.9878,373.30334,1800.8605,1244.381,828.85,1284.2332,868.3111,1725.815,2112.2844,531.78735,0,1614.8699,0,1021.48444,0,1299.0748,0,0,2033.6571,1575.1963,876.06067,1565.003,0,
1280,175.03447489323293,1.1911776,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8975.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563.1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
