Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"70","main.cluster index_upperinput":"70"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=295&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3558	0.3558	0	N/A	N/A	12923276.225499993	388	70	295	 	388	411.0984	1	411.0984	12923276.225499993
 	 	166.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"71","main.cluster index_upperinput":"71"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3254	0.3254	0	N/A	N/A	7856474.453400004	329	71	-1	 	329	189.0394	1	189.0394	7856474.453400004
 	 	87.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"72","main.cluster index_upperinput":"72"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=126&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3286	0.3286	0	N/A	N/A	107474204.19799997	381	72	126	 	381	180.0867	1	180.0867	107474204.19799997
0.0	[M-2H2O+H]+	166.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"75","main.cluster index_upperinput":"75"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=154&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3282	0.3282	0	N/A	N/A	8155323.567699994	349	75	154	238.06886	349	203.0545	1	203.0545	8155323.567699994
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"81","main.cluster index_upperinput":"81"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3272	0.3272	0	N/A	N/A	9529041.086939994	333	81	-1	 	333	224.0767	1	224.0767	9529041.086939994
0.0	[M+K]+	166.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"84","main.cluster index_upperinput":"84"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3262	0.3262	0	N/A	N/A	19240624.1724	350	84	-1	238.06886	350	277.0323	1	277.0323	19240624.1724
 	 	87.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"85","main.cluster index_upperinput":"85"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=306&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3582	0.3582	0	N/A	N/A	72429779.95460004	381	85	306	 	381	490.1770	1	490.1770	72429779.95460004
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"88","main.cluster index_upperinput":"88"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=154&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3258	0.3258	0	N/A	N/A	7551363.883100003	354	88	154	 	354	202.1802	1	202.1802	7551363.883100003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"91","main.cluster index_upperinput":"91"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3398	0.3398	0	N/A	N/A	13960961.350599999	376	91	-1	 	376	114.0663	1	114.0663	13960961.350599999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"93","main.cluster index_upperinput":"93"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3479	0.3479	0	N/A	N/A	31480428.53448002	327	93	-1	 	327	104.1070	1	104.1070	31480428.53448002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"98","main.cluster index_upperinput":"98"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3268	0.3268	0	N/A	N/A	497723.3117	8	98	-1	 	8	177.1023	1	177.1023	497723.3117
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"102","main.cluster index_upperinput":"102"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3294	0.3294	0	N/A	N/A	6722954.122999995	379	102	-1	 	379	166.0724	1	166.0724	6722954.122999995
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"103","main.cluster index_upperinput":"103"}	This Node is a Singleton	InChI=1S/C36H60O30/c37-1-7-25-13(43)19(49)31(55-7)62-26-8(2-38)57-33(21(51)15(26)45)64-28-10(4-40)59-35(23(53)17(28)47)66-30-12(6-42)60-36(24(54)18(30)48)65-29-11(5-41)58-34(22(52)16(29)46)63-27-9(3-39)56-32(61-25)20(50)14(27)44/h7-54H,1-6H2/t7-,8-,9-,10-,11-,12-,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23-,24-,25-,26-,27-,28-,29-,30-,31-,32-,33-,34-,35-,36-/m1/s1 - 324.106 Da	Suspect related to .alpha.-Cyclodextrin (predicted molecular formula: C24H42O21) with delta m/z -324.106 (putative explanation: Lactosylation (reverse); atomic difference: -12C,-20H,-10O)	0.901473	 	0.3347	0.3347	0	N/A	CCMSLIB00009925902	1770739.7230699991	279	103	-1	 	279	649.2190	1	649.2190	1770739.7230699991
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"105","main.cluster index_upperinput":"105"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=154&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	Suspect related to Spectral Match to Valerylcarnitine from NIST14 (predicted molecular formula: unknown) with delta m/z -41.043 (putative explanation: unspecified; atomic difference: unspecified)	0.954254	 	0.3270	0.3270	0	N/A	CCMSLIB00009999636	12862758.324839987	370	105	154	 	370	205.1265	1	205.1265	12862758.324839987
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"106","main.cluster index_upperinput":"106"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=151&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3307	0.3307	0	N/A	N/A	7523862.650999999	13	106	151	 	13	158.1541	1	158.1541	7523862.650999999
4.0	[M-H2O+2H]+2	87.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"107","main.cluster index_upperinput":"107"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=126&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	Spectral Match to D-(+)-Galactose from NIST14	0.9502520000000001	 	0.3434	0.3434	0	N/A	CCMSLIB00003135097	379446948.7779999	386	107	126	342.1164	386	163.0601	1	163.0601	379446948.7779999
 	 	185.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"108","main.cluster index_upperinput":"108"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=110&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3380	0.3380	0	N/A	N/A	9176740.436589995	318	108	110	 	318	185.0768	1	185.0768	9176740.436589995
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"109","main.cluster index_upperinput":"109"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=671&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3433	0.3433	0	N/A	N/A	6015308.865539997	374	109	671	 	374	300.1293	1	300.1293	6015308.865539997
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"110","main.cluster index_upperinput":"110"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=65&task=e8905c85fe114d9e9e493557eadf509f&show=true	InChI=1S/C26H45NO21/c1-7(33)27-13-17(39)22(47-25-19(41)18(40)15(37)10(4-30)43-25)12(6-32)45-24(13)48-23-16(38)11(5-31)44-26(20(23)42)46-21(9(35)3-29)14(36)8(34)2-28/h2,8-26,29-32,34-42H,3-6H2,1H3,(H,27,33) + 146.058 Da	Suspect related to LNnT (predicted molecular formula: C31H55N3O22S) with delta m/z 146.058 (putative explanation: Fucose; atomic difference: 6C,10H,4O)	0.84126	 	0.3437	0.3437	0	N/A	CCMSLIB00009950459	3386875.288840001	320	110	65	 	320	854.3122	1	854.3122	3386875.288840001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"111","main.cluster index_upperinput":"111"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3529	0.3529	0	N/A	N/A	261111.07510000002	14	111	-1	 	14	226.0925	1	226.0925	261111.07510000002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"114","main.cluster index_upperinput":"114"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3567	0.3567	0	N/A	N/A	96606.82513	10	114	-1	 	10	765.1797	1	765.1797	96606.82513
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"115","main.cluster index_upperinput":"115"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=439&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3362	0.3362	0	N/A	N/A	1845658.6766700002	243	115	439	 	243	264.1194	1	264.1194	1845658.6766700002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"116","main.cluster index_upperinput":"116"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=140&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3442	0.3442	0	N/A	N/A	18918953.2635	359	116	140	 	359	259.1141	1	259.1141	18918953.2635
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"117","main.cluster index_upperinput":"117"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=729&task=e8905c85fe114d9e9e493557eadf509f&show=true	N/A	N/A	N/A	 	0.3375	0.3375	0	N/A	N/A	13758782.011199996	379	117	729	 	379	156.0769	1	156.0769	13758782.011199996
4.0	[M-H2O+H]+	87.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"119","main.cluster index_upperinput":"119"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=e8905c85fe114d9e9e493557eadf509f&show=true	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11-,12+/m1/s1	Spectral Match to Lactose from NIST14	0.984159	 	0.3437	0.3437	0	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	CCMSLIB00003135331	607125794.62	384	119	39	342.1164	384	325.1131	1	325.1131	607125794.62
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"132","main.cluster index_upperinput":"132"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=e8905c85fe114d9e9e493557eadf509f&show=true	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8+,9+,10-,11?,12-/m1/s1 + 72.021 Da	Suspect related to 4.alpha.-Mannobiose (predicted molecular formula: unknown) with delta m/z 72.021 (putative explanation: unspecified|Dihydroxy methylglyoxal adduct|Gly->Glu substitution|carboxyethyl|methylglyoxal-derived carboxyethyllysine; atomic difference: 1C,2H,3N,1O|3C,4H,2O|3C,4H,2O|3C,4H,2O|3C,4H,2O)	0.895013	 	0.3449	0.3449	0	N/A	CCMSLIB00009937719	4317282.77296	346	132	124	 	346	432.1718	1	432.1718	4317282.77296
4.0	[M+K]+	87.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e8905c85fe114d9e9e493557eadf509f&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"134","main.cluster index_upperinput":"134"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3479	0.3479	0	N/A	N/A	193330165.41000003	389	134	-1	342.1164	389	381.0796	1	381.0796	193330165.41000003
